Year,Month,Product Name,Supplier,Stock Level,Order Quantity,Demand Level
2024,May,Networking,Bell,270,154,Low
2023,July,Networking,Fibertech Inc,275,129,Very Low
2024,January,Combiner,Optifibre Co,279,411,Very High
2024,November,Modem,HP,362,187,Low
2023,February,Splitter,HP,271,300,High
2023,March,Optical,Cardcom,121,125,High
2023,July,Multiplexer,Netgear,429,312,Low
2023,November,Multiplexer,Cisco,161,334,Very High
2024,June,Switch,Netgear,109,154,Very High
2023,March,Router,HP,421,465,High
2024,November,Card,Netgear,192,311,Very High
2024,June,Modem,Bell,289,143,Very Low
2023,March,Combiner,HP,343,326,Medium
2024,July,Multiplexer,Optifibre Co,382,418,High
2024,September,Modem,Fibertech Inc,208,334,Very High
2024,November,Modem,HP,489,416,Medium
2023,July,Combiner,Cisco,114,121,High
2024,January,Modem,Netgear,500,499,Medium
2024,March,Networking,Broadcam,198,370,Very High
2023,September,Combiner,Broadcam,461,418,Medium
2023,October,Router,HP,220,426,Very High
2023,February,Splitter,Cardcom,103,382,Very High
2024,June,Optical,HP,444,184,Very Low
2023,April,Networking,HP,270,245,Medium
2023,March,Optical,Cardcom,462,244,Low
2023,April,Switch,Broadcam,356,486,Very High
2024,September,Optical,Synergy,296,314,High
2024,January,Multiplexer,Bell,312,357,High
2024,March,Combiner,Optifibre Co,473,304,Low
2024,September,Combiner,HP,326,274,Medium
2024,December,Combiner,Broadcam,212,180,Medium
2024,November,Combiner,Broadcam,359,406,High
2023,November,Optical,Optifibre Co,431,222,Low
2023,August,Modem,Bell,438,408,Medium
2023,June,Combiner,Optifibre Co,434,174,Very Low
2023,January,Optical,Fibertech Inc,171,229,Very High
2024,June,Card,Fibertech Inc,373,303,Medium
2023,June,Multiplexer,Fibertech Inc,100,229,Very High
2023,October,Networking,Fibertech Inc,242,195,Medium
2023,June,Switch,Fibertech Inc,282,172,Low
2024,July,Networking,Fibertech Inc,233,387,Very High
2023,July,Optical,HP,454,412,Medium
2024,December,Modem,Bell,302,415,Very High
2024,February,Switch,Cisco,446,363,Medium
2023,October,Optical,Synergy,374,182,Very Low
2024,November,Combiner,Cardcom,130,110,Medium
2024,January,Router,Broadcam,484,330,Low
2024,February,Networking,HP,246,131,Low
2024,February,Card,Bell,490,354,Low
2024,April,Combiner,Synergy,285,414,Very High
2023,October,Splitter,HP,344,222,Low
2023,August,Networking,Bell,408,370,Medium
2023,March,Multiplexer,HP,133,114,Medium
2024,October,Combiner,Optifibre Co,104,185,Very High
2023,October,Networking,Netgear,123,236,Very High
2023,December,Router,Bell,171,234,Very High
2024,June,Combiner,Synergy,309,451,Very High
2023,May,Splitter,Synergy,478,478,High
2023,January,Combiner,Synergy,428,114,Very Low
2024,August,Switch,Fibertech Inc,271,250,Medium
2024,January,Modem,Cisco,315,369,High
2024,July,Card,Fibertech Inc,178,470,Very High
2023,December,Modem,Broadcam,248,443,Very High
2024,May,Modem,Broadcam,114,204,Very High
2024,March,Modem,Cardcom,491,189,Very Low
2023,August,Multiplexer,Cisco,273,170,Low
2023,January,Router,Cisco,227,473,Very High
2024,July,Combiner,Broadcam,420,478,High
2023,March,Optical,Cisco,129,263,Very High
2023,August,Combiner,Broadcam,393,308,Medium
2023,July,Router,Cisco,270,223,Medium
2024,January,Modem,HP,370,367,Medium
2024,August,Modem,Broadcam,300,371,High
2023,June,Card,Synergy,481,179,Very Low
2023,February,Multiplexer,Bell,265,397,Very High
2023,July,Modem,Bell,171,412,Very High
2024,July,Switch,Cardcom,379,462,High
2024,April,Multiplexer,Netgear,271,113,Very Low
2024,January,Optical,Cisco,426,262,Low
2023,March,Multiplexer,Cisco,208,450,Very High
2024,April,Optical,Fibertech Inc,187,322,Very High
2024,February,Switch,Cardcom,495,103,Very Low
2024,May,Optical,Cardcom,472,133,Very Low
2023,April,Card,Broadcam,385,218,Low
2024,October,Networking,Cisco,204,462,Very High
2023,June,Modem,Optifibre Co,141,310,Very High
2024,December,Networking,Cardcom,292,473,Very High
2024,August,Networking,Optifibre Co,376,458,High
2023,March,Combiner,Cardcom,277,395,Very High
2024,November,Switch,Cardcom,354,427,High
2023,October,Networking,Broadcam,142,317,Very High
2023,May,Card,Cardcom,446,307,Low
2024,September,Optical,Netgear,495,308,Low
2023,October,Router,Cardcom,155,236,Very High
2023,December,Switch,Optifibre Co,135,280,Very High
2024,April,Switch,Bell,355,227,Low
2023,March,Switch,Optifibre Co,205,353,Very High
2023,November,Splitter,Cardcom,256,312,High
2024,June,Card,Optifibre Co,317,441,Very High
2024,October,Networking,Broadcam,204,484,Very High
2024,March,Multiplexer,Optifibre Co,102,278,Very High
2024,April,Networking,Cisco,443,156,Very Low
2023,September,Modem,Bell,243,389,Very High
2024,September,Networking,Synergy,197,279,Very High
2023,December,Multiplexer,Cisco,208,496,Very High
2024,November,Multiplexer,HP,188,236,Very High
2024,April,Networking,Cardcom,230,181,Medium
2024,October,Card,Cisco,490,198,Very Low
2024,January,Combiner,Fibertech Inc,445,436,Medium
2024,July,Multiplexer,Netgear,119,345,Very High
2023,May,Multiplexer,Fibertech Inc,317,402,Very High
2024,May,Networking,Broadcam,212,327,Very High
2023,May,Modem,Synergy,427,463,High
2024,December,Networking,HP,496,429,Medium
2023,June,Splitter,Bell,195,275,Very High
2023,February,Switch,Synergy,105,241,Very High
2024,June,Switch,Synergy,481,282,Low
2023,April,Optical,Netgear,447,312,Low
2023,July,Router,Bell,412,240,Low
2024,May,Multiplexer,Cardcom,144,289,Very High
2024,June,Card,Cardcom,349,375,High
2024,February,Optical,Cisco,459,315,Low
2023,March,Combiner,Optifibre Co,409,177,Very Low
2024,March,Multiplexer,Cisco,427,470,High
2024,April,Combiner,Bell,147,253,Very High
2024,August,Modem,Bell,443,291,Low
2024,January,Optical,Optifibre Co,140,413,Very High
2024,February,Multiplexer,HP,397,300,Medium
2024,September,Splitter,Netgear,418,213,Low
2023,December,Switch,Synergy,387,157,Very Low
2024,August,Networking,Synergy,100,235,Very High
2024,September,Networking,Cardcom,269,412,Very High
2024,June,Splitter,Optifibre Co,208,332,Very High
2024,June,Optical,Bell,283,349,High
2023,December,Switch,Cisco,202,425,Very High
2024,February,Multiplexer,Broadcam,206,290,Very High
2024,May,Router,Synergy,416,176,Very Low
2023,July,Multiplexer,Broadcam,498,481,Medium
2023,November,Router,Synergy,354,100,Very Low
2024,February,Networking,Cardcom,418,348,Medium
2024,January,Modem,HP,393,114,Very Low
2023,August,Modem,Bell,278,436,Very High
2023,March,Multiplexer,Fibertech Inc,212,144,Low
2024,October,Splitter,Optifibre Co,414,244,Low
2023,July,Optical,HP,322,401,High
2023,May,Multiplexer,Fibertech Inc,494,252,Low
2023,June,Optical,Cardcom,256,239,Medium
2023,November,Router,Bell,227,125,Low
2023,June,Optical,Fibertech Inc,165,369,Very High
2023,March,Switch,Netgear,165,403,Very High
2024,May,Optical,Netgear,216,456,Very High
2023,June,Combiner,Fibertech Inc,132,260,Very High
2024,May,Modem,Netgear,250,395,Very High
2024,December,Optical,Cardcom,160,348,Very High
2024,December,Optical,Broadcam,446,304,Low
2023,October,Multiplexer,Broadcam,170,284,Very High
2024,December,Router,Synergy,383,358,Medium
2024,May,Modem,Cardcom,360,169,Very Low
2023,December,Networking,HP,422,281,Low
2023,March,Optical,Broadcam,464,457,Medium
2023,November,Card,Netgear,257,309,High
2023,April,Multiplexer,Synergy,406,310,Medium
2023,November,Splitter,Cardcom,158,449,Very High
2024,June,Router,Cardcom,437,169,Very Low
2023,December,Splitter,Broadcam,496,235,Very Low
2024,April,Combiner,Bell,489,481,Medium
2024,May,Splitter,Fibertech Inc,315,137,Very Low
2024,October,Switch,Synergy,133,314,Very High
2023,October,Networking,Netgear,387,432,High
2024,April,Splitter,Cisco,132,227,Very High
2023,December,Optical,Fibertech Inc,447,459,High
2023,March,Multiplexer,Fibertech Inc,146,477,Very High
2024,January,Optical,Cardcom,234,273,High
2023,February,Combiner,HP,395,157,Very Low
2023,September,Card,Fibertech Inc,251,168,Low
2024,March,Splitter,Broadcam,275,335,High
2024,April,Switch,Broadcam,419,208,Very Low
2023,June,Combiner,Netgear,419,376,Medium
2023,January,Router,Synergy,418,196,Very Low
2024,April,Multiplexer,Optifibre Co,471,447,Medium
2023,May,Switch,Broadcam,320,428,Very High
2024,February,Networking,Broadcam,115,133,High
2023,February,Combiner,Fibertech Inc,351,464,Very High
2023,September,Router,Cardcom,122,138,High
2023,June,Switch,Bell,271,328,High
2023,September,Splitter,Cardcom,418,360,Medium
2023,December,Router,Netgear,278,307,High
2024,December,Combiner,HP,315,112,Very Low
2024,March,Card,HP,383,372,Medium
2023,July,Switch,HP,116,488,Very High
2024,December,Switch,Cisco,467,477,High
2024,October,Multiplexer,Cisco,279,227,Medium
2024,August,Optical,Synergy,216,392,Very High
2023,January,Splitter,Bell,481,464,Medium
2023,May,Multiplexer,Optifibre Co,174,300,Very High
2023,September,Multiplexer,Netgear,469,235,Low
2023,September,Modem,Bell,105,253,Very High
2023,August,Networking,Cisco,241,291,High
2023,February,Networking,Fibertech Inc,382,408,High
2024,September,Multiplexer,Netgear,307,413,Very High
2024,May,Networking,Bell,411,301,Low
2024,June,Splitter,Cisco,168,331,Very High
2024,August,Splitter,Netgear,217,313,Very High
2024,November,Networking,Synergy,189,288,Very High
2024,July,Combiner,HP,466,372,Medium
2024,March,Combiner,Netgear,206,360,Very High
2023,July,Optical,Synergy,232,280,High
2024,March,Card,Netgear,226,138,Low
2024,October,Card,Fibertech Inc,176,259,Very High
2024,November,Modem,Netgear,183,256,Very High
2023,March,Router,Optifibre Co,105,376,Very High
2023,October,Switch,Bell,160,223,Very High
2023,September,Router,Netgear,102,495,Very High
2024,June,Optical,Synergy,214,169,Medium
2024,July,Optical,Cardcom,198,415,Very High
2024,August,Router,Synergy,153,295,Very High
2023,June,Splitter,Fibertech Inc,298,148,Very Low
2024,July,Networking,Synergy,293,163,Low
2024,August,Multiplexer,Cardcom,412,450,High
2024,May,Modem,Fibertech Inc,101,328,Very High
2023,June,Switch,Broadcam,337,245,Low
2023,May,Multiplexer,Netgear,385,151,Very Low
2023,October,Card,Netgear,393,252,Low
2023,November,Optical,HP,175,407,Very High
2024,April,Modem,Synergy,396,470,High
2024,March,Multiplexer,Fibertech Inc,398,362,Medium
2024,January,Multiplexer,HP,250,207,Medium
2024,November,Router,Fibertech Inc,273,107,Very Low
2024,February,Multiplexer,Synergy,285,220,Medium
2023,March,Networking,Fibertech Inc,256,431,Very High
2023,September,Multiplexer,Fibertech Inc,333,390,High
2023,June,Networking,Cisco,469,225,Very Low
2023,September,Switch,Optifibre Co,393,345,Medium
2023,January,Multiplexer,Netgear,314,322,High
2023,March,Combiner,Optifibre Co,486,344,Low
2023,February,Optical,HP,271,393,Very High
2024,December,Networking,Optifibre Co,156,340,Very High
2024,June,Switch,Bell,464,169,Very Low
2023,June,Card,Netgear,346,251,Low
2023,February,Card,Synergy,388,302,Medium
2024,October,Card,Netgear,356,108,Very Low
2024,February,Router,Optifibre Co,439,345,Medium
2024,October,Switch,Cisco,482,395,Medium
2024,August,Card,Broadcam,409,192,Very Low
2024,June,Splitter,Optifibre Co,492,327,Low
2023,May,Networking,Synergy,370,186,Low
2023,April,Splitter,Fibertech Inc,490,273,Low
2023,November,Card,Cardcom,195,402,Very High
2023,April,Router,Cisco,325,161,Very Low
2023,July,Modem,Cardcom,317,151,Very Low
2024,February,Router,HP,166,110,Low
2024,October,Networking,Synergy,182,284,Very High
2024,January,Multiplexer,Broadcam,202,441,Very High
2023,April,Splitter,Cisco,106,335,Very High
2024,October,Card,Netgear,459,216,Very Low
2024,August,Modem,Broadcam,132,161,High
2024,March,Multiplexer,Synergy,379,176,Very Low
2024,July,Multiplexer,Netgear,465,284,Low
2024,April,Modem,Bell,157,359,Very High
2024,May,Switch,Broadcam,232,352,Very High
2023,July,Router,Broadcam,178,245,Very High
2024,July,Switch,Netgear,291,140,Very Low
2024,October,Combiner,Synergy,463,393,Medium
2023,January,Modem,Fibertech Inc,327,108,Very Low
2023,February,Networking,Netgear,493,447,Medium
2024,September,Card,HP,401,435,High
2023,August,Router,HP,425,435,High
2023,April,Splitter,Broadcam,428,133,Very Low
2024,August,Combiner,Cisco,236,223,Medium
2023,June,Networking,HP,468,229,Very Low
2023,March,Multiplexer,Cardcom,106,475,Very High
2023,December,Router,Bell,392,305,Medium
2024,September,Switch,Cisco,259,259,High
2023,May,Multiplexer,Netgear,437,339,Medium
2023,December,Multiplexer,Fibertech Inc,392,270,Low
2024,April,Modem,Synergy,480,493,High
2023,June,Combiner,Cardcom,457,352,Medium
2024,January,Multiplexer,Fibertech Inc,172,432,Very High
2024,February,Multiplexer,Bell,239,243,High
2024,December,Switch,Optifibre Co,133,288,Very High
2024,February,Combiner,Fibertech Inc,258,404,Very High
2024,December,Card,HP,205,438,Very High
2023,March,Modem,Cisco,202,330,Very High
2024,December,Optical,Cisco,197,245,High
2023,December,Combiner,HP,117,466,Very High
2023,November,Switch,Broadcam,240,121,Low
2023,December,Card,HP,280,256,Medium
2024,November,Multiplexer,HP,251,418,Very High
2024,February,Networking,HP,423,116,Very Low
2024,January,Networking,Cardcom,251,404,Very High
2023,December,Combiner,Cardcom,241,296,High
2023,October,Modem,Fibertech Inc,299,137,Very Low
2023,March,Splitter,Cardcom,299,164,Low
2024,October,Networking,Broadcam,352,499,Very High
2023,February,Card,Cisco,297,278,Medium
2024,March,Combiner,Cisco,117,451,Very High
2024,April,Multiplexer,Cardcom,497,175,Very Low
2024,March,Multiplexer,Bell,364,104,Very Low
2024,May,Multiplexer,HP,150,117,Medium
2024,April,Splitter,Fibertech Inc,500,161,Very Low
2024,September,Combiner,Optifibre Co,226,431,Very High
2023,June,Optical,Cardcom,492,234,Very Low
2023,January,Multiplexer,Fibertech Inc,394,320,Medium
2023,July,Networking,Synergy,161,288,Very High
2023,March,Router,Broadcam,265,494,Very High
2023,August,Switch,Fibertech Inc,367,364,Medium
2024,December,Switch,Fibertech Inc,451,325,Low
2024,March,Splitter,Optifibre Co,333,253,Medium
2023,November,Combiner,Synergy,113,473,Very High
2023,March,Router,Netgear,305,217,Low
2023,January,Splitter,Cisco,175,345,Very High
2024,March,Modem,Optifibre Co,360,285,Medium
2023,March,Card,Broadcam,120,189,Very High
2023,May,Combiner,HP,179,184,High
2023,August,Networking,Synergy,486,348,Low
2024,August,Combiner,Cardcom,130,320,Very High
2023,September,Networking,Fibertech Inc,193,153,Medium
2024,December,Optical,Cisco,406,119,Very Low
2024,April,Multiplexer,Bell,437,125,Very Low
2023,January,Router,Cisco,261,394,Very High
2024,May,Router,Cardcom,160,470,Very High
2023,September,Card,Bell,319,328,High
2023,September,Switch,Synergy,231,123,Low
2023,July,Router,Cisco,366,447,High
2023,January,Card,Cardcom,289,146,Low
2024,September,Networking,Bell,364,268,Low
2023,April,Switch,HP,111,428,Very High
2024,March,Splitter,Optifibre Co,230,378,Very High
2024,June,Combiner,HP,481,290,Low
2023,August,Optical,Broadcam,485,472,Medium
2023,December,Combiner,Fibertech Inc,425,337,Medium
2024,December,Modem,Cisco,287,451,Very High
2023,July,Combiner,Optifibre Co,116,328,Very High
2024,September,Combiner,Fibertech Inc,168,309,Very High
2024,February,Modem,Cisco,454,358,Medium
2023,August,Optical,Cisco,146,191,Very High
2023,December,Card,Optifibre Co,232,291,Very High
2023,December,Modem,Cisco,337,271,Medium
2024,February,Multiplexer,Broadcam,134,248,Very High
2024,July,Modem,Synergy,478,405,Medium
2024,September,Card,HP,424,481,High
2024,January,Networking,Bell,219,199,Medium
2024,March,Switch,Synergy,190,150,Medium
2023,July,Multiplexer,Bell,367,368,High
2024,August,Card,HP,231,254,High
2024,October,Card,Synergy,292,125,Very Low
2023,June,Switch,Cardcom,240,271,High
2024,February,Multiplexer,Cisco,129,361,Very High
2024,February,Splitter,Broadcam,431,473,High
2023,April,Splitter,Synergy,362,345,Medium
2023,April,Optical,Broadcam,167,448,Very High
2023,October,Optical,Cisco,192,307,Very High
2023,September,Multiplexer,Broadcam,432,444,High
2024,January,Modem,Synergy,354,279,Medium
2023,February,Combiner,Netgear,443,246,Low
2023,August,Router,Cisco,345,310,Medium
2024,May,Optical,Broadcam,297,302,High
2023,September,Splitter,Netgear,163,205,Very High
2023,May,Multiplexer,Fibertech Inc,153,134,Medium
2024,January,Modem,Fibertech Inc,108,140,Very High
2023,July,Networking,Optifibre Co,145,157,High
2024,December,Combiner,Cardcom,452,264,Low
2023,April,Modem,Synergy,246,304,High
2024,March,Networking,Optifibre Co,146,309,Very High
2023,January,Splitter,Netgear,253,457,Very High
2023,February,Modem,Synergy,160,108,Low
2023,September,Multiplexer,Cisco,488,350,Low
2024,May,Networking,Synergy,168,436,Very High
2023,October,Optical,HP,424,465,High
2024,August,Card,Netgear,400,229,Low
2023,January,Multiplexer,Synergy,151,407,Very High
2024,December,Router,Bell,220,413,Very High
2024,October,Card,Bell,336,239,Low
2023,May,Modem,Cisco,363,457,Very High
2023,August,Networking,Cisco,170,246,Very High
2024,February,Optical,Fibertech Inc,279,336,High
2024,March,Multiplexer,Cisco,175,306,Very High
2024,August,Switch,HP,465,127,Very Low
2023,April,Switch,Bell,162,405,Very High
2024,November,Router,Cardcom,360,234,Low
2023,November,Switch,Synergy,276,454,Very High
2023,April,Modem,Fibertech Inc,141,376,Very High
